,distance_nearest_centroid,iou_on_xoy,target,kurt_x_distance_on_zoy,kurt_y_distance_on_zox,kurt_z_distance_on_xoy,class_id,max_nonzero_internal,mean_x_distance_on_zoy,mean_y_distance_on_zox,mean_z_distance_on_xoy,median_x_distance_on_zoy,median_y_distance_on_zox,median_z_distance_on_xoy,point_count,quantile_down_x_distance_on_zoy,quantile_down_y_distance_on_zox,quantile_down_z_distance_on_xoy,quantile_up_x_distance_on_zoy,quantile_up_y_distance_on_zox,quantile_up_z_distance_on_xoy,skew_x_distance_on_zoy,skew_y_distance_on_zox,skew_z_distance_on_xoy,std_x_distance_div_mean_x_distance,std_x_distance_on_zoy,std_y_distance_div_mean_y_distance,std_y_distance_on_zox,std_z_distance_div_mean_z_distance,std_z_distance_on_xoy,x_centroid/x_shape,x_length/x_shape,x_max/x_shape,x_min/x_shape,y_centroid/y_shape,y_length/y_shape,y_max/y_shape,y_min/y_shape,z_centroid/z_shape,z_length/z_shape,z_max/z_shape,z_min/z_shape
0,16.39940362522657,0.12234461054287962,1.0,7.313080595131986,1.6219057830075552,-1.0347285253466778,9,28,7.527777777777778,9.697716346153847,6.093247588424437,7.0,8.0,6.0,15691,5.0,5.0,3.0,9.0,13.0,9.0,1.4834249324718711,1.3512796287995696,-0.04622315908974178,0.5133507217764713,3.8639035063168805,0.7681223760151688,7.448801044104848,0.5770963015170941,3.515967743809213,0.6993146773272416,0.20064724919093851,0.7475728155339806,0.5485436893203883,0.6818942031577065,0.26537216828478966,0.8025889967637541,0.5388349514563107,0.2166609761280897,0.34980988593155893,0.34600760456273766,0.0
0,4.838120895209349,0.27607458912768645,1.0,11.573762458569165,-0.6168426024437537,-1.1059574646604173,23,6,5.904854368932039,9.740442655935613,5.103033772180882,5.0,9.0,5.0,9874,4.0,4.0,2.0,7.0,14.0,8.0,2.9181632662467862,0.3778704744585808,0.2318098765931496,0.7727136414429133,4.562534235249014,0.6092279775655219,5.93375940784616,0.6591966035637151,3.3635617270961347,0.6883807167724331,0.09061488673139159,0.7152103559870551,0.6262135922330098,0.3500951798486169,0.18284789644012944,0.42394822006472493,0.24271844660194175,0.1452083322101829,0.2623574144486692,0.2585551330798479,0.0
0,4.1150497610055305,0.2581715613074498,1.0,9.521234184960807,-0.6147068222950725,-1.2358064243058597,24,4,5.184679334916865,10.3993399339934,5.552056555269923,5.0,10.0,5.0,9647,3.0,4.0,3.0,6.0,15.0,9.0,2.5073732022729467,0.393084338105838,0.05635947173257465,0.6803595417095204,3.527126415756569,0.6758989783818318,7.028579136209906,0.6053807223723943,3.3607133888040654,0.6944079065443823,0.07928802588996764,0.7200647249190939,0.6423948220064725,0.6330257440396817,0.19902912621359223,0.7378640776699029,0.540453074433657,0.17024973976818972,0.26996197718631176,0.2661596958174905,0.0
0,1.7879106640483635,0.09812912692589876,0.0,-0.977657531801658,1.9999218314650427,-0.6220279896644385,36,3,1.031085265820391,10.267623523434523,105.14485981308411,1.0,7.0,105.0,85915,0.0,4.0,59.0,2.0,14.0,141.0,0.05904287457586767,1.4608134672830573,0.2349678394615151,0.7347833796487506,0.757359099705186,0.9070887433775029,9.313552808088888,0.5949241079426899,62.552806853166196,0.8497171415941887,0.07605177993527508,0.8705501618122977,0.7961165048543689,0.6819622276627365,0.37540453074433655,0.901294498381877,0.5275080906148867,0.6205039068369148,1.0,0.9961977186311787,0.0
0,1.824446223334338,0.08099688473520249,0.0,-1.0541823670940869,0.7432698730510765,-0.7901186877896667,51,15,0.9484956236323852,7.932814967804641,110.71493212669684,1.0,6.0,114.0,71236,0.0,3.0,61.0,1.0,11.0,149.0,0.13440454523043727,1.1523574109646604,0.1412308017066304,0.7876664631661219,0.7468858596582321,0.8652384694235878,6.86364191943324,0.6011682778744671,66.55790624987273,0.8453097739207168,0.0825242718446602,0.8673139158576052,0.7864077669902912,0.3023909904468142,0.34627831715210355,0.43527508090614886,0.09061488673139159,0.5967508631407156,1.0,0.9961977186311787,0.0
0,19.80499517820566,0.13229961832061068,1.0,13.133155955336413,1.1395782200636955,-0.9465316954368976,78,28,8.254874651810585,9.822389666307858,6.07933645870898,7.0,7.0,7.0,17239,5.0,4.0,4.0,9.0,14.0,9.0,3.1630269515774785,1.2417573244079654,-0.34242841400934554,0.8033717448279494,6.631536424105908,0.8225149698279393,8.078885054991298,0.522592226127332,3.1765365655599047,0.6970067306181457,0.21197411003236247,0.7491909385113269,0.5388349514563107,0.299739283114921,0.2588996763754045,0.42394822006472493,0.16666666666666666,0.23004122097366547,0.34600760456273766,0.34980988593155893,0.0076045627376425855
0,28.978664564019702,0.08980209187858901,1.0,0.7493779255441484,5.584755616555009,-0.8312420734125303,288,1,9.345591142744167,9.037504783773441,6.579788752497859,9.0,7.0,7.0,21499,5.0,5.0,4.0,11.0,10.0,9.0,0.8945727366773979,2.1529401913751234,-0.3225773619679429,0.5963766419860886,5.573088639726685,0.783791399889653,7.08330231738311,0.47180224120584696,3.10383088233072,0.6532027304348166,0.343042071197411,0.7637540453074434,0.4223300970873786,0.7280617101028708,0.2977346278317152,0.8333333333333334,0.5372168284789643,0.24790895747737493,0.3916349809885932,0.4220532319391635,0.034220532319391636
0,39.14628565054797,0.10215277777777777,1.0,3.6880429644140102,3.689420408331446,-0.5690368450542356,418,39,10.98490294751977,9.25532571781414,6.581463856786766,10.0,8.0,7.0,27094,6.0,5.0,4.0,13.0,11.0,9.0,1.5705126907953095,1.8138812085992102,-0.30209924048761005,0.6902715062167604,7.582255774735618,0.7812420971271696,7.230431315477271,0.4791653621571379,3.1530886778235017,0.6597994086511231,0.3883495145631068,0.7718446601941747,0.3851132686084142,0.2595462925072318,0.2912621359223301,0.42394822006472493,0.1343042071197411,0.26634844862036433,0.3916349809885932,0.4372623574144487,0.049429657794676805
0,31.70922216757351,0.08965998113284936,1.0,0.13153979727945808,7.365950151476661,-0.6893385563737042,661,1,10.199032480995163,9.514322497586097,6.460658737419945,10.0,8.0,7.0,24807,6.0,5.0,4.0,14.0,10.0,9.0,0.4531631264011438,2.383104442118598,-0.4115634465946731,0.5766924702192383,5.881281927781566,0.7897264385718022,7.513501747880814,0.5017445701390795,3.2411021855921978,0.636500319684795,0.4174757281553398,0.7718446601941747,0.3559870550161812,0.7286969971285118,0.3058252427184466,0.8398058252427184,0.5355987055016181,0.31754191790278746,0.41064638783269963,0.49049429657794674,0.08365019011406843
0,46.630692040547,0.16419132065819764,1.0,19.136148758699484,6.096460756939326,-1.205314076670358,920,10,18.16542097164212,19.821736964463632,22.377920864056495,12.0,8.0,22.0,97158,7.0,5.0,7.0,17.0,12.0,39.0,4.132587863390306,2.7398075294402484,0.39386517327585374,1.487947584529701,27.0296822043046,1.784178138079036,35.36629392888721,0.7576396579446298,16.9541579486137,0.6338156125234504,0.5129449838187702,0.7896440129449838,0.2783171521035599,0.26482961293954776,0.2993527508090615,0.42394822006472493,0.1262135922330097,0.4133280767159322,0.5361216730038023,0.6311787072243346,0.09885931558935361
